"YEAR","MONTH","SO2","CO","O3","NO2","PM10","MEAN_TEMP","MEAN_MAX_TEMP","MEAN_MIN_TEMP","MAX_TEMP","MIN_TEMP","MEAN_PRES","MEAN_SEA_PRES","MAX_SEA_PRES","MIN_SEA_PRES","MEAN_WATER_PRES","MAX_WATER_PRES","MIN_WATER_PRES","MEAN_DEW_TEMP","MEAN_HUM","MIN_HUM","SUM_PRECI","DAY_MAX_PRECI","HOUR_MAX_PRECI","TEN_MINU_MAX_PRECI","MEAN_WIND_SPED","MAX_WIND_SPED","MAX_INST_WIND_SPED","MAX_WIND_DIR","MAX_INST_WIND_DIR","SUM_SUN","PERC_SUN","MAX_SNOW_DEP","MAX_NEW_SNOW_DEP","SUM_SNOW","MEAN_MIN_GRA_TEMP","MIN_GRA_TEMP","MEAN_SURF_TEMP","BEIJING_PM2.5","SHANGHAI_PM2.5","BEIJIING_PM2,5_STD","SHANGHAI_PM2,5_STD","EM2_CO","EM2_NOX","EM2_SOX","EM2_TSP","EM2_PM10","EM2_VOC","EM2_NH3","EM2_PM2.5","EM3_CO","EM3_NOX","EM3_SOX","EM3_TSP","EM3_PM10","EM3_VOC","EM3_NH3","EM3_PM2.5","EM4_CO","EM4_NOX","EM4_SOX","EM4_TSP","EM4_PM10","EM4_VOC","EM4_NH3","EM4_PM2.5","EM5_CO","EM5_NOX","EM5_SOX","EM5_TSP","EM5_PM10","EM5_VOC","EM5_NH3","EM5_PM2.5","EM6_CO","EM6_NOX","EM6_SOX","EM6_TSP","EM6_PM10","EM6_VOC","EM6_NH3","EM6_PM2.5","EM7_CO","EM7_NOX","EM7_SOX","EM7_TSP","EM7_PM10","EM7_VOC","EM7_NH3","EM7_PM2.5","EM8_CO","EM8_NOX","EM8_SOX","EM8_TSP","EM8_PM10","EM8_VOC","EM8_NH3","EM8_PM2.5","EM9_CO","EM9_NOX","EM9_SOX","EM9_TSP","EM9_PM10","EM9_VOC","EM9_NH3","EM9_PM2.5","POP_DEN","YD_FREQ","X_COORD","Y_COORD"
2012,1,"0.007383621","0.800944669","0.013651822","0.027306343","57.90013495",-2.8,1.3,-6.3,8.4,-12.2,1015.1,1026.1,1037.5,1015,2.6,6.2,0.6,-12.8,49,12,"6.7","3.9",0,0,2.5,7.5,12.6,"320",340,190.5,62.05,6.2,6.2,9.6,-12.5,-17.7,"-2.3","118.9223881","64.43918919","92.5689716475175","27.4336061211898","205786","483807","33023","4998","4556","21480","6466","3861","2740","7704","17","9","9","361","117","5","0","0","0","0","0","0","31","0","0","0","0","0","0","12928","0","0","0","0","0","0","0","1344408","0","0","2858750","828323","738","24171","24171","416864","36509","22236","71112","153601","101","7971","7971","20336","50","7337","0","0","0","0","0","0","1","0","17499.06","0",127.0323130414,37.6690665014
2012,1,"0.009019022","0.720788043","0.0136875","0.032717984","62.48050139",-2.8,1.3,-6.3,8.4,-12.2,1015.1,1026.1,1037.5,1015,2.6,6.2,0.6,-12.8,49,12,"6.7","3.9",0,0,2.5,7.5,12.6,"320",340,190.5,62.05,6.2,6.2,9.6,-12.5,-17.7,"-2.3","118.9223881","64.43918919","91.5330872451128","27.2775110135459","1605911","839458","465966","30287","23976","27360","7591","14023","614","1696","2","0","0","82","22","0","0","0","0","0","0","0","33","0","0","0","0","0","0","11334","0","0","0","0","0","0","0","2153203","0","0","4645333","1352125","1214","38244","38244","661599","61794","35182","131987","285931","353","14852","14852","38076","92","13665","12816","69697","76740","2563","1856","3837","2","1228","16852.28","0",127.0749840113,37.6524737114
2012,1,"0.0084278","0.917027027","0.012311321","0.030890688","56.90463215",-2.8,1.3,-6.3,8.4,-12.2,1015.1,1026.1,1037.5,1015,2.6,6.2,0.6,-12.8,49,12,"6.7","3.9",0,0,2.5,7.5,12.6,"320",340,190.5,62.05,6.2,6.2,9.6,-12.5,-17.7,"-2.3","118.9223881","64.43918919","94.4151376656805","28.5078559921357","336768","705427","66060","8314","7429","31506","9433","6027","264","922","1","6","5","23","26","2","","","","","","","","","0","0","0","0","0","15972","0","0","0","0","0","0","0","1934663","0","0","3792075","1085630","965","31595","31595","552912","47229","29067","166020","359712","453","18705","18705","47892","119","17210","1358","1389","1135","280","202","119939","0","182","16885.71","0",126.9269545795,37.6191703059
2012,1,"0.010448509","0.785734266","0.011751015","0.042271989","58.99728997",-2.8,1.3,-6.3,8.4,-12.2,1015.1,1026.1,1037.5,1015,2.6,6.2,0.6,-12.8,49,12,"6.7","3.9",0,0,2.5,7.5,12.6,"320",340,190.5,62.05,6.2,6.2,9.6,-12.5,-17.7,"-2.3","118.9223881","64.43918919","93.8344259685135","28.7644455618619","201055","653925","1657","3493","3488","28190","8106","3482","465","1341","2","2","1","61","22","0","","","","","","","","","0","0","0","0","0","13284","0","0","0","0","0","0","0","1241952","0","0","2431482","690925","622","20216","20216","351305","30915","18601","122582","272523","1803","14975","14975","38100","189","13778","16","321","9","6","5","950","1","4","17897.46","0",126.9389962699,37.577739904
2012,1,"0.008083784","0.828918919","0.008186486","0.040659459","65.81081081",-2.8,1.3,-6.3,8.4,-12.2,1015.1,1026.1,1037.5,1015,2.6,6.2,0.6,-12.8,49,12,"6.7","3.9",0,0,2.5,7.5,12.6,"320",340,190.5,62.05,6.2,6.2,9.6,-12.5,-17.7,"-2.3","118.9223881","64.43918919","94.2050184550421","29.1104747930082","747162","789750","178633","14106","11700","30977","8814","7908","171","1037","388","7","7","30","14","4","0","0","0","0","0","0","447","0","0","0","0","0","0","10191","0","0","0","0","0","0","0","1932093","0","0","3119336","1100582","923","32518","32518","453121","48305","29917","260463","563383","511","29170","29170","74785","174","26837","4567","54192","82819","1291","935","5707","2","620","16135.91","0",126.9081995506,37.5592660922
2012,1,"0.011156969","0.697158322","0.011155616","0.041248985","59.20782726",-2.8,1.3,-6.3,8.4,-12.2,1015.1,1026.1,1037.5,1015,2.6,6.2,0.6,-12.8,49,12,"6.7","3.9",0,0,2.5,7.5,12.6,"320",340,190.5,62.05,6.2,6.2,9.6,-12.5,-17.7,"-2.3","118.9223881","64.43918919","94.9739964226549","29.7405240034958","126892","478351","1221","2864","2858","21245","6339","2846","512","1502","4","3","3","75","17","3","0","0","0","0","0","0","11408","0","0","0","0","0","0","18012","0","0","0","0","0","0","0","1928083","0","0","4063668","1316836","1159","37807","37807","592599","57759","34779","111856","241430","92","12435","12435","31866","68","11442","10373","42242","853","1674","1212","17919","2","820","28503.28","0",126.8554009312,37.5247382818
2012,1,"0.007866216","0.848579161","0.009592539","0.041167794","66.09769335",-2.8,1.3,-6.3,8.4,-12.2,1015.1,1026.1,1037.5,1015,2.6,6.2,0.6,-12.8,49,12,"6.7","3.9",0,0,2.5,7.5,12.6,"320",340,190.5,62.05,6.2,6.2,9.6,-12.5,-17.7,"-2.3","118.9223881","64.43918919","96.0281565798181","29.5622469293179","267143","1004745","1109267","14544","13620","38420","14295","9391","4170","11721","34","13","13","572","163","12","","","","","","","","","0","0","0","0","0","22389","0","0","0","0","0","0","0","2667936","0","0","4848564","1754703","1440","48626","48626","714781","73923","44737","1061263","1429949","76000","44823","44362","150142","188","40815","2219","29475","1459","716","519","289602","1319","467","13697.19","0",126.8227263129,37.5611881794
2012,1,"0.008688172","0.380040323","0.021389785","0.013582662","54.47402554",2.8,7.4,-0.7,13.7,-6.5,1014.8,1023.5,1034.8,1015.2,3.4,10.4,0.6,-10.2,42,6,"19.5","7.5",0,0,3.4,10.4,19.2,"250",270,213.2,68.14,0,0,0,-4.1,-11.2,"3.7","118.9223881","64.43918919","25.9147179467457","34.3097045699047","39425","121162","31326","4013","3692","3136","3493","2149","277195","818766","76598","42400","26823","37483","11128","13160","415","171116","279829","4927","3609","70133","0","2674","0","0","0","0","0","11685","0","0","0","0","0","0","0","4895937","0","0","1610966","2286562","1218","94050","94050","252541","55658","86524","1837748","8966605","5158663","614587","614310","397653","9552","565161","1968","66315","455","2363","1711","169945","148","1540","362.35","0",128.8925615717,35.1380420347
2012,1,"0.008545865","0.726466165","0.011726316","0.037013534","56.80916031",-2.8,1.3,-6.3,8.4,-12.2,1015.1,1026.1,1037.5,1015,2.6,6.2,0.6,-12.8,49,12,"6.7","3.9",0,0,2.5,7.5,12.6,"320",340,190.5,62.05,6.2,6.2,9.6,-12.5,-17.7,"-2.3","118.9223881","64.43918919","94.6432749262623","30.028927845317","234099","741240","12798","4919","4754","31704","10402","4479","4429","13580","222","46","43","584","237","30","0","0","0","0","0","0","201","0","0","0","0","0","0","11774","0","0","0","0","0","0","0","2782671","0","0","3649436","1199270","1021","35338","35338","553783","48859","32513","218426","475574","1088","24994","24994","63936","193","22994","62","1230","34","25","18","3642","2","16","21249.13","0",126.8562239786,37.494351049
2012,1,"0.009448649","0.762618084","0.012267568","0.043056757","57.95408895",-2.8,1.3,-6.3,8.4,-12.2,1015.1,1026.1,1037.5,1015,2.6,6.2,0.6,-12.8,49,12,"6.7","3.9",0,0,2.5,7.5,12.6,"320",340,190.5,62.05,6.2,6.2,9.6,-12.5,-17.7,"-2.3","118.9223881","64.43918919","93.439037212687","30.1234385487304","235584","437511","36141","4407","3925","18163","5225","3164","8587","24013","75","29","29","1141","361","22","","","","","","","","","0","0","0","0","0","11456","0","0","0","0","0","0","0","2980228","0","0","2036807","805000","625","23330","23330","318657","27288","21461","118548","261674","1344","14174","14174","36108","157","13038","62","1246","35","25","18","3687","3","16","18713.28","0",126.9007489734,37.460509592
2012,1,"0.007217568","0.730810811","0.013217568","0.050685675","50.86344239",-2.8,1.3,-6.3,8.4,-12.2,1015.1,1026.1,1037.5,1015,2.6,6.2,0.6,-12.8,49,12,"6.7","3.9",0,0,2.5,7.5,12.6,"320",340,190.5,62.05,6.2,6.2,9.6,-12.5,-17.7,"-2.3","118.9223881","64.43918919","92.8640559097131","29.5298941389189","461810","736693","89366","9656","8443","30703","8794","6306","342","997","3","2","2","50","10","2","","","","","","","","","0","0","0","0","0","13478","0","0","0","0","0","0","0","1546748","0","0","3060448","795655","766","23650","23650","420229","39300","21758","113221","245515","348","12788","12788","32732","85","11764","0","0","0","0","0","0","3","0","24797.12","0",126.9515761952,37.4988230316
2012,1,"0.00649328","0.436895162","0.027314516","0.016180108","38.69226637",2.8,7.4,-0.7,13.7,-6.5,1014.8,1023.5,1034.8,1015.2,3.4,10.4,0.6,-10.2,42,6,"19.5","7.5",0,0,3.4,10.4,19.2,"250",270,213.2,68.14,0,0,0,-4.1,-11.2,"3.7","118.9223881","64.43918919","21.7296331359306","30.5448321825195","73610","142139","14112","3068","2760","4472","3125","1943","47654","48911","47308","7848","4843","7148","2758","1866","17952","292020","502667","10720","8946","37583","5502","8046","0","0","0","0","0","76478","0","0","0","0","0","0","0","1657601","0","0","1011608","859622","578","34932","34932","155183","27972","32136","247538","541989","1576","29711","29711","72423","363","27331","1128","4576","274","117","85","44158","39","76","524.87","0",129.2011529417,35.2977222917
2012,1,"0.008706757","0.736486486","0.010385135","0.039013514","57.92587601",-2.8,1.3,-6.3,8.4,-12.2,1015.1,1026.1,1037.5,1015,2.6,6.2,0.6,-12.8,49,12,"6.7","3.9",0,0,2.5,7.5,12.6,"320",340,190.5,62.05,6.2,6.2,9.6,-12.5,-17.7,"-2.3","118.9223881","64.43918919","92.584879062917","29.8236355432199","717057","971302","165280","15125","12891","40804","11756","9327","72","233","0","1","1","8","4","0","","","","","","","","","0","0","0","0","0","13179","0","0","0","0","0","0","0","2136548","0","0","3809031","1041193","950","30534","30534","540042","46578","28089","205133","442627","169","22796","22796","58449","123","20971","12","246","7","5","4","727","4","3","17688.07","0",126.945271171,37.4673184717
2012,1,"0.007774019","0.811907984","0.010926928","0.033848444","64.61601085",-2.8,1.3,-6.3,8.4,-12.2,1015.1,1026.1,1037.5,1015,2.6,6.2,0.6,-12.8,49,12,"6.7","3.9",0,0,2.5,7.5,12.6,"320",340,190.5,62.05,6.2,6.2,9.6,-12.5,-17.7,"-2.3","118.9223881","64.43918919","90.7422917761791","29.1730275249346","490420","952656","86977","8109","7171","41844","12484","5557","3812","15741","653","154","139","234","588","64","","","","","","","","","0","0","0","0","0","51374","0","0","0","0","0","0","0","2899092","0","0","4323316","1529458","1428","45209","45209","604041","73174","41594","608120","1312174","503","67580","67580","173269","363","62174","0","0","0","0","0","0","4","0","9255.9","0",127.0311645409,37.4732389257
2012,1,"0.008290148","0.86734143","0.012051282","0.034226721","59.79431664",-2.8,1.3,-6.3,8.4,-12.2,1015.1,1026.1,1037.5,1015,2.6,6.2,0.6,-12.8,49,12,"6.7","3.9",0,0,2.5,7.5,12.6,"320",340,190.5,62.05,6.2,6.2,9.6,-12.5,-17.7,"-2.3","118.9223881","64.43918919","89.4070019476849","28.4676607590947","983685","1175057","335528","26924","23115","42795","18075","15423","2973","8656","24","19","18","367","158","10","0","0","0","0","0","0","1200","0","0","0","0","0","0","29670","0","0","0","0","0","0","0","3414564","0","0","5686263","2164593","1763","58108","58108","810814","87962","53457","502997","1084916","412","56186","56186","143361","319","51693","234","4680","131","94","68","13852","4","61","19870.14","0",127.115249252,37.5055661948
2012,1,"0.008656334","0.733962264","0.011533063","0.037592992","57.50269542",-2.8,1.3,-6.3,8.4,-12.2,1015.1,1026.1,1037.5,1015,2.6,6.2,0.6,-12.8,49,12,"6.7","3.9",0,0,2.5,7.5,12.6,"320",340,190.5,62.05,6.2,6.2,9.6,-12.5,-17.7,"-2.3","118.9223881","64.43918919","89.1438570280285","27.8709895665061","220822","706868","28346","6116","5748","32758","9577","5171","1714","5084","13","13","12","205","98","6","","","","","","","","","0","0","0","0","0","20660","0","0","0","0","0","0","0","2116018","0","0","3644828","1643915","1234","39316","39316","540159","57182","36169","219087","472384","180","24547","24547","62459","144","22583","142","2841","80","57","41","8410","60","37","19845.54","0",127.146969804,37.5504020068
2012,1,"0.007111559","0.44233871","0.018435484","0.02141129","42.30499325",2.8,7.4,-0.7,13.7,-6.5,1014.8,1023.5,1034.8,1015.2,3.4,10.4,0.6,-10.2,42,6,"19.5","7.5",0,0,3.4,10.4,19.2,"250",270,213.2,68.14,0,0,0,-4.1,-11.2,"3.7","118.9223881","64.43918919","22.7911994226574","33.0569645888213","89345","211647","447467","4359","3953","5188","3340","2454","1207","9357","24249","1449","878","63","182","349","2","93","61","2","2","659","0","2","0","0","0","0","0","657","0","0","0","0","0","0","0","431091","0","0","453500","329042","210","13476","13476","69045","6677","12399","38518","83114","30","4279","4279","10974","23","3939","0","0","0","0","0","0","0","0","17042.22","0",129.0317171081,35.1051682664
2012,1,"0.006144215","0.581801552","0.015693434","0.030246833","52.61387143",0.8,5.1,-2.8,10.4,-9.2,1017.5,1025.6,1037.5,1016.3,3.2,9.3,0.7,-10.5,47,9,"8.1","4.5",0,0,2.1,6.8,13.3,"290",270,198.6,63.86,3.5,2,3.8,-7.8,-14.8,"1.3","118.9223881","64.43918919","42.6954573847694","31.5168077809776","703821","736960","172230","15166","12738","26713","10273","8177","36552","191624","149761","79453","46407","4909","1719","16280","151","6511","4240","151","126","13102","0","114","0","0","0","0","0","37322","0","0","0","0","0","0","0","4454332","0","0","4199183","3195988","2041","126033","126033","651426","83478","115949","244985","533217","1075","28225","28225","71407","230","25965","0","0","0","0","0","0","369","0","4767.02","0",128.5773300408,35.9287007135
2012,1,"0.008520161","0.484139785","0.024139785","0.015776882","33.23044097",2.8,7.4,-0.7,13.7,-6.5,1014.8,1023.5,1034.8,1015.2,3.4,10.4,0.6,-10.2,42,6,"19.5","7.5",0,0,3.4,10.4,19.2,"250",270,213.2,68.14,0,0,0,-4.1,-11.2,"3.7","118.9223881","64.43918919","22.8334250760777","32.8285047227914","154547","190029","95890","2969","2483","4885","3658","1631","751","7617","9674","5229","3047","85","33","1064","9","372","242","9","7","4217","0","7","0","0","0","0","0","6292","0","0","0","0","0","0","0","600260","0","0","689218","382895","276","15392","15392","104153","12542","14161","602385","6041503","4162930","459534","459534","192242","7442","422771","0","0","0","0","0","0","0","0","10123.31","0",129.0447640829,35.1288793093
2012,1,"0.007958333","0.388575269","0.02721371","0.018893817","50.13910355",2.8,7.4,-0.7,13.7,-6.5,1014.8,1023.5,1034.8,1015.2,3.4,10.4,0.6,-10.2,42,6,"19.5","7.5",0,0,3.4,10.4,19.2,"250",270,213.2,68.14,0,0,0,-4.1,-11.2,"3.7","118.9223881","64.43918919","21.6136864238256","32.9666517763878","273362","1482211","7801826","88234","80683","39752","25669","50366","6198","39648","26727","3095","1939","939","714","755","2","93","61","2","2","3273","0","2","0","0","0","0","0","7747","0","0","0","0","0","0","0","9493164","0","0","791892","276236","249","10757","10757","113813","13734","9898","56961","122912","47","6329","6329","16230","34","5823","0","0","0","0","0","0","28","0","9894.09","0",129.0649902963,35.0783755724
2012,1,"0.008909946","0.372580645","0.017135753","0.023337366","45.91324921",2.8,7.4,-0.7,13.7,-6.5,1014.8,1023.5,1034.8,1015.2,3.4,10.4,0.6,-10.2,42,6,"19.5","7.5",0,0,3.4,10.4,19.2,"250",270,213.2,68.14,0,0,0,-4.1,-11.2,"3.7","118.9223881","64.43918919","23.3453413609527","32.5814897211127","346777","482249","63210","9438","8366","16856","6125","4513","1378","9791","12014","5959","3474","192","52","1213","35","1488","969","35","29","9086","0","26","0","0","0","0","0","21073","0","0","0","0","0","0","0","2159073","0","0","2895091","1119854","1047","44389","44389","407698","62430","40838","235117","518055","2488","27908","27908","71342","284","25675","0","0","0","0","0","0","1","0","13226.58","0",129.0432387422,35.1649409209
2012,1,"0.005629275","0.577030812","0.023002729","0.018060027","36.1691475",0.8,5.1,-2.8,10.4,-9.2,1017.5,1025.6,1037.5,1016.3,3.2,9.3,0.7,-10.5,47,9,"8.1","4.5",0,0,2.1,6.8,13.3,"290",270,198.6,63.86,3.5,2,3.8,-7.8,-14.8,"1.3","118.9223881","64.43918919","41.6510168733081","32.9594426420971","394769","259519","112603","8766","7140","7469","4544","4406","130025","510086","278189","147688","86429","17378","5419","30607","262","11255","7329","482","352","6151","8","277","0","0","0","0","0","109253","0","0","0","0","0","0","0","3071441","0","0","1668485","1742203","956","68730","68730","288170","35695","63231","366682","797250","547","43408","43408","104461","460","39935","56189","198646","22925","6326","4580","794255","77","4122","432.17","0",128.4984143308,35.7593334879
