"YEAR","MONTH","SO2","CO","O3","NO2","PM10","MEAN_TEMP","MEAN_MAX_TEMP","MEAN_MIN_TEMP","MAX_TEMP","MIN_TEMP","MEAN_PRES","MEAN_SEA_PRES","MAX_SEA_PRES","MIN_SEA_PRES","MEAN_WATER_PRES","MAX_WATER_PRES","MIN_WATER_PRES","MEAN_DEW_TEMP","MEAN_HUM","MIN_HUM","SUM_PRECI","DAY_MAX_PRECI","HOUR_MAX_PRECI","TEN_MINU_MAX_PRECI","MEAN_WIND_SPED","MAX_WIND_SPED","MAX_INST_WIND_SPED","MAX_WIND_DIR","MAX_INST_WIND_DIR","SUM_SUN","PERC_SUN","MAX_SNOW_DEP","MAX_NEW_SNOW_DEP","SUM_SNOW","MEAN_MIN_GRA_TEMP","MIN_GRA_TEMP","MEAN_SURF_TEMP","BEIJING_PM2.5","SHANGHAI_PM2.5","BEIJIING_PM2,5_STD","SHANGHAI_PM2,5_STD","POP_DEN","YD_FREQ","X_COORD","Y_COORD","BEIJING_AQI","TIANJIN_AQI"
2014,1,"0.005209459","0.649864865","0.009083784","0.038708108","88.06317204",0.1,5.1,-4.5,10.3,-9.7,1018.2,1025.5,1035.1,1012.7,3.6,9.4,0.8,-8.1,57,15,"5.9","2.3",0,0,1,4.6,9.7,"270",270,177.2,57.24,3.2,2.5,4.8,-5.2,-9.9,"-0.1","118.7734057","72.63072776","75.0606947199033","38.9092123501155","1270.82","2",127.369259496,36.6468160609,"131.161290322581","150.516129032258"
2014,1,"0.009199371","0.794415792","0.01022439","0.037630274","71.77042725",-0.3,3,-3.9,7.9,-9.5,1016.3,1025,1035.2,1012.4,4.1,9.2,1.1,-6.4,66,16,"7.9","3.8",0,0,3.2,10.1,14.4,"340",340,192.8,62.68,2.2,2.2,4.3,-8.9,-14.9,"0.7","118.7734057","72.63072776","96.0879751371833","34.1803797154355","16011.98","1",126.7886262309,37.5042049621,"131.161290322581","150.516129032258"
2014,1,"0.007886486","0.91027027","0.008975676","0.040262162","57.0877193",-0.7,3.5,-4.9,8.2,-10.5,1014.3,1025.2,1035.3,1012.4,3.1,8.2,0.6,-10.7,50,13,"13","5.3",0,0,2.4,7.8,14.8,"270",270,184.4,60.03,6.1,5.3,8,-8.1,-14.8,"-0.9","118.7734057","72.63072776","91.3345540507627","31.672322951473","25592.13","1",127.0547950923,37.5819116475,"131.161290322581","150.516129032258"
2014,1,"0.004808531","0.530359712","0.023697902","0.011608984","39.86211699",-2.7,2.5,-8.1,10.8,-14.3,936,1023.3,1035.1,1007.5,2.8,8.8,0.7,-11.6,56,10,"6.1","4",0,0,1.7,6.2,13.1,"230",270,167,54.15,0,0,0,-11.4,-18.3,"-2.1","118.7734057","72.63072776","54.1277751412892","21.6890635322788","32.32","",128.7392103759,37.3786189761,"131.161290322581","150.516129032258"
2014,1,"0.009978142","0.793306011","0.010823529","0.028206803","59.06740028",-0.3,3,-3.9,7.9,-9.5,1016.3,1025,1035.2,1012.4,4.1,9.2,1.1,-6.4,66,16,"7.9","3.8",0,0,3.2,10.1,14.4,"340",340,192.8,62.68,2.2,2.2,4.3,-8.9,-14.9,"0.7","118.7734057","72.63072776","97.2546169377055","34.7007764103912","17404.8","1",126.7211167701,37.4966045089,"131.161290322581","150.516129032258"
2014,1,"0.005559299","0.620754717","0.030563342","0.014990566","62.19811321",1.1,6.8,-4.2,13.4,-9.5,1020.1,1025.7,1034.8,1013.8,4.1,10.8,1.1,-6.4,61,14,"7.5","3",0,0,1.2,5.3,10.6,"250",270,193.3,61.9,0,0,0,-8.4,-14.4,"1.2","118.7734057","72.63072776","74.7991276500282","56.2028549666502","98.86","",126.6159436372,35.4478950698,"131.161290322581","150.516129032258"
2014,1,"0.006691995","0.843283582","0.014367707","0.033270014","47.13342318",2.1,7.6,-2.7,14.2,-7.3,1016.5,1025.7,1034.8,1013.4,4.2,12.9,1.1,-6.1,58,14,"12.9","4.5",0,0,1.8,6.9,11.8,"50",20,210.5,67.23,6.9,4.7,7,-6.3,-9.8,"2.2","118.7734057","72.63072776","63.301415746583","56.0500678782734","2048.21","2",126.949400652,35.117072902,"131.161290322581","150.516129032258"
2014,1,"0.00592379","0.733033827","0.011207434","0.034548349","64.13579425",-0.7,3.5,-4.9,8.2,-10.5,1014.3,1025.2,1035.3,1012.4,3.1,8.2,0.6,-10.7,50,13,"13","5.3",0,0,2.4,7.8,14.8,"270",270,184.4,60.03,6.1,5.3,8,-8.1,-14.8,"-0.9","118.7734057","72.63072776","88.1082183195165","29.8755797229332","1388.91","1",127.2436300714,37.6624936077,"131.161290322581","150.516129032258"
2014,1,"0.005013532","0.557588076","0.006093496","0.04188664","56.93098782",-0.7,3.5,-4.9,8.2,-10.5,1014.3,1025.2,1035.3,1012.4,3.1,8.2,0.6,-10.7,50,13,"13","5.3",0,0,2.4,7.8,14.8,"270",270,184.4,60.03,6.1,5.3,8,-8.1,-14.8,"-0.9","118.7734057","72.63072776","91.2381725201457","32.0846024166539","17564.58","1",127.0410038774,37.5509814717,"131.161290322581","150.516129032258"
2014,1,"0.007902174","0.383423913","0.016119565","0.028302989","54.69429348",5,9.7,1.2,15.5,-5.4,1014.8,1023.5,1033.4,1010.9,3.8,12.4,0.8,-8,41,9,"9.6","7",0,0,3.5,9.5,16.6,"340",360,250.4,79.92,0,0,0,-2.8,-6.2,"3.9","118.7734057","72.63072776","23.3160950176834","36.7232632765126","13045.01","3",129.0432387422,35.1649409209,"131.161290322581","150.516129032258"
2014,1,"0.006636977","0.795492958","0.006754054","0.04885695","61.81756757",-0.7,3.5,-4.9,8.2,-10.5,1014.3,1025.2,1035.3,1012.4,3.1,8.2,0.6,-10.7,50,13,"13","5.3",0,0,2.4,7.8,14.8,"270",270,184.4,60.03,6.1,5.3,8,-8.1,-14.8,"-0.9","118.7734057","72.63072776","87.8292433442083","32.4874613132906","3611.53","1",127.1638699495,37.4333724786,"131.161290322581","150.516129032258"
2014,1,"0.006716802","0.573207037","0.013468114","0.040609756","58.28783784",2.8,8.1,-1.7,15.3,-6.2,1017.1,1025.1,1034.6,1010.9,3,10.6,0.5,-10.6,40,4,"1.7","1.5",0,0,1.9,6.9,13.3,"270",270,233,74.82,0,0,0,-10.4,-15.3,"2.5","118.7734057","72.63072776","42.3515691760555","36.1385418311928","12165.06","0",128.5498199873,35.8747743137,"131.161290322581","150.516129032258"
2014,1,"0.011772973","0.759565807","0.012915954","0.046271622","64.11290323",2.8,8.1,-1.7,15.3,-6.2,1017.1,1025.1,1034.6,1010.9,3,10.6,0.5,-10.6,40,4,"1.7","1.5",0,0,1.9,6.9,13.3,"270",270,233,74.82,0,0,0,-10.4,-15.3,"2.5","118.7734057","72.63072776","41.3436958252283","35.8033037399766","11170.66","0",128.5937333225,35.8663069879,"131.161290322581","150.516129032258"
2014,1,"0.009191892","0.758648649","0.007987838","0.042633784","53.79665738",-0.7,3.5,-4.9,8.2,-10.5,1014.3,1025.2,1035.3,1012.4,3.1,8.2,0.6,-10.7,50,13,"13","5.3",0,0,2.4,7.8,14.8,"270",270,184.4,60.03,6.1,5.3,8,-8.1,-14.8,"-0.9","118.7734057","72.63072776","91.4184173395125","30.7450404218107","16439.59","1",127.0749840113,37.6524737114,"131.161290322581","150.516129032258"
2014,1,"0.006333333","0.787719298","0.007455405","0.041064033","63.9493844",-0.7,3.5,-4.9,8.2,-10.5,1014.3,1025.2,1035.3,1012.4,3.1,8.2,0.6,-10.7,50,13,"13","5.3",0,0,2.4,7.8,14.8,"270",270,184.4,60.03,6.1,5.3,8,-8.1,-14.8,"-0.9","118.7734057","72.63072776","87.4872936402374","31.1713031904843","1600.5","1",127.2059087924,37.5227630017,"131.161290322581","150.516129032258"
2014,1,"0.0071655","0.843036403","0.012128584","0.034575978","61.80437554",-0.7,3.5,-4.9,8.2,-10.5,1014.3,1025.2,1035.3,1012.4,3.1,8.2,0.6,-10.7,50,13,"13","5.3",0,0,2.4,7.8,14.8,"270",270,184.4,60.03,6.1,5.3,8,-8.1,-14.8,"-0.9","118.7734057","72.63072776","89.7236580234571","30.9355129074853","5608.29","1",127.1311859722,37.5991784738,"131.161290322581","150.516129032258"
2014,1,"0.007875507","0.71641791","0.020404601","0.025625169","57.97154472",0.7,8.9,-6.2,14.8,-10.6,1020.7,1024.5,1034.3,1011.3,3.4,11.5,0.6,-9.4,53,8,"7.1","4.5",0,0,1,6.4,12.2,"250",340,236.1,75.38,0,0,0,-10.1,-14.4,"1.2","118.7734057","72.63072776","41.2233883422203","47.2293496148133","292.23","3",128.037758443,35.0493889263,"131.161290322581","150.516129032258"
2014,1,"0.006557125","0.51045373","0.023914939","0.020958751","39.34675048",5,9.7,1.2,15.5,-5.4,1014.8,1023.5,1033.4,1010.9,3.8,12.4,0.8,-8,41,9,"9.6","7",0,0,3.5,9.5,16.6,"340",360,250.4,79.92,0,0,0,-2.8,-6.2,"3.9","118.7734057","72.63072776","21.7024109034524","34.4277049200944","663","3",129.2011529417,35.2977222917,"131.161290322581","150.516129032258"
2014,1,"0.007627876","0.628958051","0.013495264","0.030447154","64.71291209",-0.7,3.5,-4.9,8.2,-10.5,1014.3,1025.2,1035.3,1012.4,3.1,8.2,0.6,-10.7,50,13,"13","5.3",0,0,2.4,7.8,14.8,"270",270,184.4,60.03,6.1,5.3,8,-8.1,-14.8,"-0.9","118.7734057","72.63072776","97.5316225311737","32.2517371968846","4742.01","1",126.7974743868,37.679830577,"131.161290322581","150.516129032258"
2014,1,"0.007835135","0.860135135","0.010212162","0.03564682","61.0135318",-0.7,3.5,-4.9,8.2,-10.5,1014.3,1025.2,1035.3,1012.4,3.1,8.2,0.6,-10.7,50,13,"13","5.3",0,0,2.4,7.8,14.8,"270",270,184.4,60.03,6.1,5.3,8,-8.1,-14.8,"-0.9","118.7734057","72.63072776","92.4688915040823","33.6148294412309","17356.51","1",126.945271171,37.4673184717,"131.161290322581","150.516129032258"
2014,1,"0.007090909","0.825067751","0.008737127","0.044151762","53.10632571",-0.7,3.5,-4.9,8.2,-10.5,1014.3,1025.2,1035.3,1012.4,3.1,8.2,0.6,-10.7,50,13,"13","5.3",0,0,2.4,7.8,14.8,"270",270,184.4,60.03,6.1,5.3,8,-8.1,-14.8,"-0.9","118.7734057","72.63072776","93.7168730148034","32.4209947553956","17629.13","1",126.9389962699,37.577739904,"131.161290322581","150.516129032258"
2014,1,"0.009016633","0.856427996","0.021804423","0.033689493","76.53360215",4,9,-0.1,16.3,-5.4,1019.3,1023.9,1033.7,1010.7,3.5,12.2,0.7,-9.2,41,5,"5.7","4",0,0,1.8,6.4,10.9,"160",360,245.8,78.53,0,0,0,-3.1,-7,"3.2","118.7734057","72.63072776","31.1672905508333","40.0616840543837","2900.46","1",128.672239981,35.1958862135,"131.161290322581","150.516129032258"
2014,1,"0.003177811","0.314852941","0.030485294","0.008836029","61.95882353",1.9,6.8,-2.9,14.7,-7.7,1017.9,1023.2,1032.7,1007.8,2.9,7.7,0.5,-11.2,41,5,"5.5","3",0,0,3,10.3,17.4,"250",250,188.5,60.87,0,0,0,-8,-13.4,"0.8","118.7734057","72.63072776","33.8917536509102","24.8994486843328","53.42","",129.3175896425,36.4822238898,"131.161290322581","150.516129032258"
2014,1,"0.013433962","1.013342318","0.009641509","0.025234501","54.5309973",-0.1,5.9,-5.2,11.3,-10.6,1016.9,1025.7,1035.3,1013,4,11.2,0.9,-6.5,65,16,"6.5","3.6",0,0,1.2,5.8,12.7,"320",320,188.9,60.86,3.3,3.2,6.6,-9.2,-13.8,"-0.5","118.7734057","72.63072776","69.0905145630116","41.1600800029127","1796.49","1",127.4750345002,36.3237411242,"131.161290322581","150.516129032258"
2014,1,"0.007840541","0.575810811","0.010337838","0.034239189","70.92193809",-0.7,3.5,-4.9,8.2,-10.5,1014.3,1025.2,1035.3,1012.4,3.1,8.2,0.6,-10.7,50,13,"13","5.3",0,0,2.4,7.8,14.8,"270",270,184.4,60.03,6.1,5.3,8,-8.1,-14.8,"-0.9","118.7734057","72.63072776","95.6252840709533","31.9654251249172","2563.57","1",126.8785579999,37.6557727824,"131.161290322581","150.516129032258"
2014,1,"0.006786301","0.735753425","0.021112483","0.035046575","57.58033241",-0.3,3,-3.9,7.9,-9.5,1016.3,1025,1035.2,1012.4,4.1,9.2,1.1,-6.4,66,16,"7.9","3.8",0,0,3.2,10.1,14.4,"340",340,192.8,62.68,2.2,2.2,4.3,-8.9,-14.9,"0.7","118.7734057","72.63072776","97.6037070612803","33.9285282364533","7451.13","1",126.7346087846,37.5572492253,"131.161290322581","150.516129032258"
2014,1,"0.002181216","0.257489879","0.044369771","0.005851687","35.21081081",1.9,4.8,-0.5,12.2,-5.6,994.3,1022,1031.3,1006,4.6,10.3,1.8,-4.3,66,24,"155.1","31.7",0,0,4.2,14.2,20.8,"50",250,109.2,35.5,73.8,35.2,155.2,-1.6,-5.3,"1.3","118.7734057","72.63072776","0","0","140.87","0",130.8646430148,37.5018829073,"131.161290322581","150.516129032258"
2014,1,"0.006775068","0.585636856","0.015306233","0.028536585","59.80352304",3.9,9.6,-0.9,16.5,-5.2,1019.1,1023.4,1032.8,1009.5,3.6,12.5,0.8,-8.4,44,8,"8.6","8",0,0,2.3,8.8,13.8,"340",340,236.4,75.72,0,0,0,-6.6,-10.4,"1.5","118.7734057","72.63072776","23.4356238222437","31.5722543684257","6453.17","3",129.3084528861,35.5707887341,"131.161290322581","150.516129032258"
2014,1,"0.006380435","0.894021739","0.014237772","0.037975543","47.96231494",2.1,7.6,-2.7,14.2,-7.3,1016.5,1025.7,1034.8,1013.4,4.2,12.9,1.1,-6.1,58,14,"12.9","4.5",0,0,1.8,6.9,11.8,"50",20,210.5,67.23,6.9,4.7,7,-6.3,-9.8,"2.2","118.7734057","72.63072776","65.4548416107897","56.7744993946982","6494.02","2",126.8506440865,35.1353876654,"131.161290322581","150.516129032258"
2014,1,"0.007997241","0.558251446","0.011244042","0.025882275","73.32679405",-0.6,4.4,-5.8,9.3,-10.8,1021.1,1025.4,1035.5,1012.9,3.6,9.4,0.8,-8,61,15,"9.9","4.3",0,0,1.4,7,11.6,"290",250,177.7,57.66,3,3,3,-7.5,-12.7,"-1.2","118.7734057","72.63072776","87.5996766803905","38.0758443293067","982.69","1",126.9876401483,37.0117248213,"131.161290322581","150.516129032258"
2014,1,"0.006737838","0.797702703","0.009867568","0.038370219","60.72874494",-0.7,3.5,-4.9,8.2,-10.5,1014.3,1025.2,1035.3,1012.4,3.1,8.2,0.6,-10.7,50,13,"13","5.3",0,0,2.4,7.8,14.8,"270",270,184.4,60.03,6.1,5.3,8,-8.1,-14.8,"-0.9","118.7734057","72.63072776","94.0870012341831","32.8110113772727","16170.61","1",126.9081995506,37.5592660922,"131.161290322581","150.516129032258"
2014,1,"0.005971435","0.663648649","0.010488514","0.041347754","63.73377809",-0.6,4.4,-5.8,9.3,-10.8,1021.1,1025.4,1035.5,1012.9,3.6,9.4,0.8,-8,61,15,"9.9","4.3",0,0,1.4,7,11.6,"290",250,177.7,57.66,3,3,3,-7.5,-12.7,"-1.2","118.7734057","72.63072776","91.8299003208356","35.0886896463924","7921.06","1",126.9210659394,37.3434122067,"131.161290322581","150.516129032258"
2014,1,"0.008235206","0.76253413","0.01289213","0.036985859","59.51342631",2.8,8.1,-1.7,15.3,-6.2,1017.1,1025.1,1034.6,1010.9,3,10.6,0.5,-10.6,40,4,"1.7","1.5",0,0,1.9,6.9,13.3,"270",270,233,74.82,0,0,0,-10.4,-15.3,"2.5","118.7734057","72.63072776","39.6290698754685","35.4873847686681","5969.99","0",128.6614097394,35.8336170191,"131.161290322581","150.516129032258"
2014,1,"0.002026882","0.396491228","0.033401882","0.016580645","55.81317204",8.2,11.9,4.6,17.6,-0.1,1017.6,1023.7,1033.6,1012.5,6.7,13.7,1.3,1,61,9,"28.5","18",0,0,2.1,9.4,17.4,"50",50,202.7,63.84,0,0,0,1.1,-3.8,"6.1","118.7734057","72.63072776","39.9279017450618","72.63072776","182.04","4",126.5809815697,33.3245437384,"131.161290322581","150.516129032258"
2014,1,"0.005412097","0.642017922","0.011661854","0.026970209","64.02006159",-0.6,4.4,-5.8,9.3,-10.8,1021.1,1025.4,1035.5,1012.9,3.6,9.4,0.8,-8,61,15,"9.9","4.3",0,0,1.4,7,11.6,"290",250,177.7,57.66,3,3,3,-7.5,-12.7,"-1.2","118.7734057","72.63072776","91.5120408328758","37.4881482925316","784.25","1",126.8747944524,37.1651469417,"131.161290322581","150.516129032258"
2014,1,"0.00911471","0.929149798","0.011140351","0.030700405","80.75672043",-3.6,3.1,-9.8,9.6,-15.6,991.9,1025.5,1035.9,1011.5,3.2,8,0.7,-9.5,68,13,"10.5","4.5",0,0,1.2,6.6,13.1,"250",250,171,55.47,0,0,0,-10.9,-17.9,"-1.7","118.7734057","72.63072776","63.8827192805483","29.5669810574141","154.86","",128.1410351419,37.0598110035,"131.161290322581","150.516129032258"
2014,1,"0.005766173","0.696765499","0.012128706","0.027471024","56.74393531",-0.1,5.9,-5.2,11.3,-10.6,1016.9,1025.7,1035.3,1013,4,11.2,0.9,-6.5,65,16,"6.5","3.6",0,0,1.2,5.8,12.7,"320",320,188.9,60.86,3.3,3.2,6.6,-9.2,-13.8,"-0.5","118.7734057","72.63072776","72.9506046392738","41.7378279541681","1857.06","1",127.3332368396,36.3766170009,"131.161290322581","150.516129032258"
2014,1,"0.008403361","0.710504202","0.013969188","0.0357507","68.30758226",2.8,8.1,-1.7,15.3,-6.2,1017.1,1025.1,1034.6,1010.9,3,10.6,0.5,-10.6,40,4,"1.7","1.5",0,0,1.9,6.9,13.3,"270",270,233,74.82,0,0,0,-10.4,-15.3,"2.5","118.7734057","72.63072776","36.4096705111152","33.9101133691063","616.87","0",128.8092076944,35.8338280815,"131.161290322581","150.516129032258"
2014,1,"0.002105357","0.463461538","0.015489011","0.012245192","63.35546335",-0.8,6.9,-7.7,13,-12.8,996,1024.4,1033.8,1010.3,2.9,9.8,0.6,-10.7,52,8,"4.5","2",0,0,1.7,7.8,16.6,"290",290,222.1,71.21,2.6,2.6,3.7,-9.8,-14.9,"0.1","118.7734057","72.63072776","53.502104751812","43.1750096418107","78.61","1",127.9042165982,35.7323101428,"131.161290322581","150.516129032258"
2014,1,"0.007181351","0.892715348","0.010087608","0.03796308","62.69469713",-0.7,3.5,-4.9,8.2,-10.5,1014.3,1025.2,1035.3,1012.4,3.1,8.2,0.6,-10.7,50,13,"13","5.3",0,0,2.4,7.8,14.8,"270",270,184.4,60.03,6.1,5.3,8,-8.1,-14.8,"-0.9","118.7734057","72.63072776","90.9287164881859","33.5521147688398","1956.01","1",127.0026203321,37.4337845087,"131.161290322581","150.516129032258"
2014,1,"0.007621146","0.800425024","0.01675725","0.028420948","72.17537409",0.5,7.1,-5.1,13.1,-10.3,1018.6,1024.9,1034.1,1011.1,3.3,8.7,1,-8.8,53,12,"1","0.5",0,0,1.7,6.7,13.1,"290",290,193.6,62.25,0,0,0,-8.5,-12.9,"-0.2","118.7734057","72.63072776","50.4259401760625","35.1156241707363","683.04","",128.3556556361,36.2071177795,"131.161290322581","150.516129032258"
2014,1,"0.0105346","0.6614654","0.018761194","0.023438263","55.29443691",3.4,8.5,-0.6,15.9,-6.3,1023,1023.3,1032.6,1009.1,3.6,11.6,0.8,-8.5,45,9,"15","10.7",0,0,2.6,7.1,11.1,"250",320,221.6,71.25,0,0,0,-4.4,-8.7,"2","118.7734057","72.63072776","28.0757726120227","30.0428977504901","197.42","0",129.2361318759,35.8264094272,"131.161290322581","150.516129032258"
2014,1,"0.002715385","0.570498615","0.020969655","0.011236414","59.16438356",-1.8,3.5,-6.7,8.2,-13.1,1006.2,1025.1,1034.9,1011.8,3.6,9.1,0.9,-7.8,67,21,"15.4","7",0,0,1,5.8,11.2,"230",250,174.5,56.66,4.3,4.1,6,-10.1,-15.8,"-1.9","118.7734057","72.63072776","70.1038470958849","25.9142440505039","45.48","1",128.0771360844,37.5090893089,"131.161290322581","150.516129032258"
2014,1,"0.007932065","0.744157609","0.027127717","0.030747283","39.77309783",5,9.7,1.2,15.5,-5.4,1014.8,1023.5,1033.4,1010.9,3.8,12.4,0.8,-8,41,9,"9.6","7",0,0,3.5,9.5,16.6,"340",360,250.4,79.92,0,0,0,-2.8,-6.2,"3.9","118.7734057","72.63072776","21.5296971494208","35.4294491981636","8229.27","3",129.1537846478,35.1935530677,"131.161290322581","150.516129032258"
2014,1,"0.008774763","0.771777476","0.010217949","0.034807327","58.9348711",-0.7,3.5,-4.9,8.2,-10.5,1014.3,1025.2,1035.3,1012.4,3.1,8.2,0.6,-10.7,50,13,"13","5.3",0,0,2.4,7.8,14.8,"270",270,184.4,60.03,6.1,5.3,8,-8.1,-14.8,"-0.9","118.7734057","72.63072776","93.5979996018958","33.2196144202758","15587.45","1",126.9100992512,37.5222569283,"131.161290322581","150.516129032258"
2014,1,"0.004907706","0.633691756","0.010977553","0.021432348","61.0497698",0.6,5.8,-4.2,11.5,-8.8,1022.6,1025.6,1034.9,1013.9,4.8,11.2,1.5,-4.1,73,21,"6.9","2.3",0,0,1.6,10.6,14.9,"270",270,200.1,64.28,5.6,5.6,5.7,-6.8,-11,"1.1","118.7734057","72.63072776","75.1794973438611","47.7317906865135","600.39","3",126.9894505402,36.0228943249,"131.161290322581","150.516129032258"
2014,1,"0.006222507","0.596408767","0.016405359","0.023273204","58.16437809",2.1,7.6,-2.7,14.2,-7.3,1016.5,1025.7,1034.8,1013.4,4.2,12.9,1.1,-6.1,58,14,"12.9","4.5",0,0,1.8,6.9,11.8,"50",20,210.5,67.23,6.9,4.7,7,-6.3,-9.8,"2.2","118.7734057","72.63072776","67.8473971795741","57.3845815291221","1782.37","2",126.7528088258,35.1647326171,"131.161290322581","150.516129032258"
2014,1,"0.008194858","0.722192152","0.019868742","0.01308931","50.53450609",2.3,6.4,-2,13.9,-6.7,1019.4,1022.7,1032.8,1006.7,3.1,8.8,0.6,-10.4,43,5,"45.6","22",0,0,2.8,8.7,16.5,"290",340,183.3,59.75,0,0,0,-7.1,-11.8,"0.1","118.7734057","72.63072776","55.2503381118082","17.9280320039873","207.43","",128.8325378487,37.7090698949,"131.161290322581","150.516129032258"
